path,incongruent,n_shapes,response,answer
./data/serial_search/congruent-4_0.png,False,4,,
./data/serial_search/incongruent-4_0.png,True,4,,
./data/serial_search/congruent-4_1.png,False,4,,
./data/serial_search/incongruent-4_1.png,True,4,,
./data/serial_search/congruent-4_2.png,False,4,,
./data/serial_search/incongruent-4_2.png,True,4,,
./data/serial_search/congruent-4_3.png,False,4,,
./data/serial_search/incongruent-4_3.png,True,4,,
./data/serial_search/congruent-4_4.png,False,4,,
./data/serial_search/incongruent-4_4.png,True,4,,
./data/serial_search/congruent-4_5.png,False,4,,
./data/serial_search/incongruent-4_5.png,True,4,,
./data/serial_search/congruent-4_6.png,False,4,,
./data/serial_search/incongruent-4_6.png,True,4,,
./data/serial_search/congruent-4_7.png,False,4,,
./data/serial_search/incongruent-4_7.png,True,4,,
./data/serial_search/congruent-4_8.png,False,4,,
./data/serial_search/incongruent-4_8.png,True,4,,
./data/serial_search/congruent-4_9.png,False,4,,
./data/serial_search/incongruent-4_9.png,True,4,,
./data/serial_search/congruent-4_10.png,False,4,,
./data/serial_search/incongruent-4_10.png,True,4,,
./data/serial_search/congruent-4_11.png,False,4,,
./data/serial_search/incongruent-4_11.png,True,4,,
./data/serial_search/congruent-4_12.png,False,4,,
./data/serial_search/incongruent-4_12.png,True,4,,
./data/serial_search/congruent-4_13.png,False,4,,
./data/serial_search/incongruent-4_13.png,True,4,,
./data/serial_search/congruent-4_14.png,False,4,,
./data/serial_search/incongruent-4_14.png,True,4,,
./data/serial_search/congruent-4_15.png,False,4,,
./data/serial_search/incongruent-4_15.png,True,4,,
./data/serial_search/congruent-4_16.png,False,4,,
./data/serial_search/incongruent-4_16.png,True,4,,
./data/serial_search/congruent-4_17.png,False,4,,
./data/serial_search/incongruent-4_17.png,True,4,,
./data/serial_search/congruent-4_18.png,False,4,,
./data/serial_search/incongruent-4_18.png,True,4,,
./data/serial_search/congruent-4_19.png,False,4,,
./data/serial_search/incongruent-4_19.png,True,4,,
./data/serial_search/congruent-4_20.png,False,4,,
./data/serial_search/incongruent-4_20.png,True,4,,
./data/serial_search/congruent-4_21.png,False,4,,
./data/serial_search/incongruent-4_21.png,True,4,,
./data/serial_search/congruent-4_22.png,False,4,,
./data/serial_search/incongruent-4_22.png,True,4,,
./data/serial_search/congruent-4_23.png,False,4,,
./data/serial_search/incongruent-4_23.png,True,4,,
./data/serial_search/congruent-4_24.png,False,4,,
./data/serial_search/incongruent-4_24.png,True,4,,
./data/serial_search/congruent-4_25.png,False,4,,
./data/serial_search/incongruent-4_25.png,True,4,,
./data/serial_search/congruent-4_26.png,False,4,,
./data/serial_search/incongruent-4_26.png,True,4,,
./data/serial_search/congruent-4_27.png,False,4,,
./data/serial_search/incongruent-4_27.png,True,4,,
./data/serial_search/congruent-4_28.png,False,4,,
./data/serial_search/incongruent-4_28.png,True,4,,
./data/serial_search/congruent-4_29.png,False,4,,
./data/serial_search/incongruent-4_29.png,True,4,,
./data/serial_search/congruent-4_30.png,False,4,,
./data/serial_search/incongruent-4_30.png,True,4,,
./data/serial_search/congruent-4_31.png,False,4,,
./data/serial_search/incongruent-4_31.png,True,4,,
./data/serial_search/congruent-4_32.png,False,4,,
./data/serial_search/incongruent-4_32.png,True,4,,
./data/serial_search/congruent-4_33.png,False,4,,
./data/serial_search/incongruent-4_33.png,True,4,,
./data/serial_search/congruent-4_34.png,False,4,,
./data/serial_search/incongruent-4_34.png,True,4,,
./data/serial_search/congruent-4_35.png,False,4,,
./data/serial_search/incongruent-4_35.png,True,4,,
./data/serial_search/congruent-4_36.png,False,4,,
./data/serial_search/incongruent-4_36.png,True,4,,
./data/serial_search/congruent-4_37.png,False,4,,
./data/serial_search/incongruent-4_37.png,True,4,,
./data/serial_search/congruent-4_38.png,False,4,,
./data/serial_search/incongruent-4_38.png,True,4,,
./data/serial_search/congruent-4_39.png,False,4,,
./data/serial_search/incongruent-4_39.png,True,4,,
./data/serial_search/congruent-4_40.png,False,4,,
./data/serial_search/incongruent-4_40.png,True,4,,
./data/serial_search/congruent-4_41.png,False,4,,
./data/serial_search/incongruent-4_41.png,True,4,,
./data/serial_search/congruent-4_42.png,False,4,,
./data/serial_search/incongruent-4_42.png,True,4,,
./data/serial_search/congruent-4_43.png,False,4,,
./data/serial_search/incongruent-4_43.png,True,4,,
./data/serial_search/congruent-4_44.png,False,4,,
./data/serial_search/incongruent-4_44.png,True,4,,
./data/serial_search/congruent-4_45.png,False,4,,
./data/serial_search/incongruent-4_45.png,True,4,,
./data/serial_search/congruent-4_46.png,False,4,,
./data/serial_search/incongruent-4_46.png,True,4,,
./data/serial_search/congruent-4_47.png,False,4,,
./data/serial_search/incongruent-4_47.png,True,4,,
./data/serial_search/congruent-4_48.png,False,4,,
./data/serial_search/incongruent-4_48.png,True,4,,
./data/serial_search/congruent-4_49.png,False,4,,
./data/serial_search/incongruent-4_49.png,True,4,,
./data/serial_search/congruent-6_0.png,False,6,,
./data/serial_search/incongruent-6_0.png,True,6,,
./data/serial_search/congruent-6_1.png,False,6,,
./data/serial_search/incongruent-6_1.png,True,6,,
./data/serial_search/congruent-6_2.png,False,6,,
./data/serial_search/incongruent-6_2.png,True,6,,
./data/serial_search/congruent-6_3.png,False,6,,
./data/serial_search/incongruent-6_3.png,True,6,,
./data/serial_search/congruent-6_4.png,False,6,,
./data/serial_search/incongruent-6_4.png,True,6,,
./data/serial_search/congruent-6_5.png,False,6,,
./data/serial_search/incongruent-6_5.png,True,6,,
./data/serial_search/congruent-6_6.png,False,6,,
./data/serial_search/incongruent-6_6.png,True,6,,
./data/serial_search/congruent-6_7.png,False,6,,
./data/serial_search/incongruent-6_7.png,True,6,,
./data/serial_search/congruent-6_8.png,False,6,,
./data/serial_search/incongruent-6_8.png,True,6,,
./data/serial_search/congruent-6_9.png,False,6,,
./data/serial_search/incongruent-6_9.png,True,6,,
./data/serial_search/congruent-6_10.png,False,6,,
./data/serial_search/incongruent-6_10.png,True,6,,
./data/serial_search/congruent-6_11.png,False,6,,
./data/serial_search/incongruent-6_11.png,True,6,,
./data/serial_search/congruent-6_12.png,False,6,,
./data/serial_search/incongruent-6_12.png,True,6,,
./data/serial_search/congruent-6_13.png,False,6,,
./data/serial_search/incongruent-6_13.png,True,6,,
./data/serial_search/congruent-6_14.png,False,6,,
./data/serial_search/incongruent-6_14.png,True,6,,
./data/serial_search/congruent-6_15.png,False,6,,
./data/serial_search/incongruent-6_15.png,True,6,,
./data/serial_search/congruent-6_16.png,False,6,,
./data/serial_search/incongruent-6_16.png,True,6,,
./data/serial_search/congruent-6_17.png,False,6,,
./data/serial_search/incongruent-6_17.png,True,6,,
./data/serial_search/congruent-6_18.png,False,6,,
./data/serial_search/incongruent-6_18.png,True,6,,
./data/serial_search/congruent-6_19.png,False,6,,
./data/serial_search/incongruent-6_19.png,True,6,,
./data/serial_search/congruent-6_20.png,False,6,,
./data/serial_search/incongruent-6_20.png,True,6,,
./data/serial_search/congruent-6_21.png,False,6,,
./data/serial_search/incongruent-6_21.png,True,6,,
./data/serial_search/congruent-6_22.png,False,6,,
./data/serial_search/incongruent-6_22.png,True,6,,
./data/serial_search/congruent-6_23.png,False,6,,
./data/serial_search/incongruent-6_23.png,True,6,,
./data/serial_search/congruent-6_24.png,False,6,,
./data/serial_search/incongruent-6_24.png,True,6,,
./data/serial_search/congruent-6_25.png,False,6,,
./data/serial_search/incongruent-6_25.png,True,6,,
./data/serial_search/congruent-6_26.png,False,6,,
./data/serial_search/incongruent-6_26.png,True,6,,
./data/serial_search/congruent-6_27.png,False,6,,
./data/serial_search/incongruent-6_27.png,True,6,,
./data/serial_search/congruent-6_28.png,False,6,,
./data/serial_search/incongruent-6_28.png,True,6,,
./data/serial_search/congruent-6_29.png,False,6,,
./data/serial_search/incongruent-6_29.png,True,6,,
./data/serial_search/congruent-6_30.png,False,6,,
./data/serial_search/incongruent-6_30.png,True,6,,
./data/serial_search/congruent-6_31.png,False,6,,
./data/serial_search/incongruent-6_31.png,True,6,,
./data/serial_search/congruent-6_32.png,False,6,,
./data/serial_search/incongruent-6_32.png,True,6,,
./data/serial_search/congruent-6_33.png,False,6,,
./data/serial_search/incongruent-6_33.png,True,6,,
./data/serial_search/congruent-6_34.png,False,6,,
./data/serial_search/incongruent-6_34.png,True,6,,
./data/serial_search/congruent-6_35.png,False,6,,
./data/serial_search/incongruent-6_35.png,True,6,,
./data/serial_search/congruent-6_36.png,False,6,,
./data/serial_search/incongruent-6_36.png,True,6,,
./data/serial_search/congruent-6_37.png,False,6,,
./data/serial_search/incongruent-6_37.png,True,6,,
./data/serial_search/congruent-6_38.png,False,6,,
./data/serial_search/incongruent-6_38.png,True,6,,
./data/serial_search/congruent-6_39.png,False,6,,
./data/serial_search/incongruent-6_39.png,True,6,,
./data/serial_search/congruent-6_40.png,False,6,,
./data/serial_search/incongruent-6_40.png,True,6,,
./data/serial_search/congruent-6_41.png,False,6,,
./data/serial_search/incongruent-6_41.png,True,6,,
./data/serial_search/congruent-6_42.png,False,6,,
./data/serial_search/incongruent-6_42.png,True,6,,
./data/serial_search/congruent-6_43.png,False,6,,
./data/serial_search/incongruent-6_43.png,True,6,,
./data/serial_search/congruent-6_44.png,False,6,,
./data/serial_search/incongruent-6_44.png,True,6,,
./data/serial_search/congruent-6_45.png,False,6,,
./data/serial_search/incongruent-6_45.png,True,6,,
./data/serial_search/congruent-6_46.png,False,6,,
./data/serial_search/incongruent-6_46.png,True,6,,
./data/serial_search/congruent-6_47.png,False,6,,
./data/serial_search/incongruent-6_47.png,True,6,,
./data/serial_search/congruent-6_48.png,False,6,,
./data/serial_search/incongruent-6_48.png,True,6,,
./data/serial_search/congruent-6_49.png,False,6,,
./data/serial_search/incongruent-6_49.png,True,6,,
./data/serial_search/congruent-8_0.png,False,8,,
./data/serial_search/incongruent-8_0.png,True,8,,
./data/serial_search/congruent-8_1.png,False,8,,
./data/serial_search/incongruent-8_1.png,True,8,,
./data/serial_search/congruent-8_2.png,False,8,,
./data/serial_search/incongruent-8_2.png,True,8,,
./data/serial_search/congruent-8_3.png,False,8,,
./data/serial_search/incongruent-8_3.png,True,8,,
./data/serial_search/congruent-8_4.png,False,8,,
./data/serial_search/incongruent-8_4.png,True,8,,
./data/serial_search/congruent-8_5.png,False,8,,
./data/serial_search/incongruent-8_5.png,True,8,,
./data/serial_search/congruent-8_6.png,False,8,,
./data/serial_search/incongruent-8_6.png,True,8,,
./data/serial_search/congruent-8_7.png,False,8,,
./data/serial_search/incongruent-8_7.png,True,8,,
./data/serial_search/congruent-8_8.png,False,8,,
./data/serial_search/incongruent-8_8.png,True,8,,
./data/serial_search/congruent-8_9.png,False,8,,
./data/serial_search/incongruent-8_9.png,True,8,,
./data/serial_search/congruent-8_10.png,False,8,,
./data/serial_search/incongruent-8_10.png,True,8,,
./data/serial_search/congruent-8_11.png,False,8,,
./data/serial_search/incongruent-8_11.png,True,8,,
./data/serial_search/congruent-8_12.png,False,8,,
./data/serial_search/incongruent-8_12.png,True,8,,
./data/serial_search/congruent-8_13.png,False,8,,
./data/serial_search/incongruent-8_13.png,True,8,,
./data/serial_search/congruent-8_14.png,False,8,,
./data/serial_search/incongruent-8_14.png,True,8,,
./data/serial_search/congruent-8_15.png,False,8,,
./data/serial_search/incongruent-8_15.png,True,8,,
./data/serial_search/congruent-8_16.png,False,8,,
./data/serial_search/incongruent-8_16.png,True,8,,
./data/serial_search/congruent-8_17.png,False,8,,
./data/serial_search/incongruent-8_17.png,True,8,,
./data/serial_search/congruent-8_18.png,False,8,,
./data/serial_search/incongruent-8_18.png,True,8,,
./data/serial_search/congruent-8_19.png,False,8,,
./data/serial_search/incongruent-8_19.png,True,8,,
./data/serial_search/congruent-8_20.png,False,8,,
./data/serial_search/incongruent-8_20.png,True,8,,
./data/serial_search/congruent-8_21.png,False,8,,
./data/serial_search/incongruent-8_21.png,True,8,,
./data/serial_search/congruent-8_22.png,False,8,,
./data/serial_search/incongruent-8_22.png,True,8,,
./data/serial_search/congruent-8_23.png,False,8,,
./data/serial_search/incongruent-8_23.png,True,8,,
./data/serial_search/congruent-8_24.png,False,8,,
./data/serial_search/incongruent-8_24.png,True,8,,
./data/serial_search/congruent-8_25.png,False,8,,
./data/serial_search/incongruent-8_25.png,True,8,,
./data/serial_search/congruent-8_26.png,False,8,,
./data/serial_search/incongruent-8_26.png,True,8,,
./data/serial_search/congruent-8_27.png,False,8,,
./data/serial_search/incongruent-8_27.png,True,8,,
./data/serial_search/congruent-8_28.png,False,8,,
./data/serial_search/incongruent-8_28.png,True,8,,
./data/serial_search/congruent-8_29.png,False,8,,
./data/serial_search/incongruent-8_29.png,True,8,,
./data/serial_search/congruent-8_30.png,False,8,,
./data/serial_search/incongruent-8_30.png,True,8,,
./data/serial_search/congruent-8_31.png,False,8,,
./data/serial_search/incongruent-8_31.png,True,8,,
./data/serial_search/congruent-8_32.png,False,8,,
./data/serial_search/incongruent-8_32.png,True,8,,
./data/serial_search/congruent-8_33.png,False,8,,
./data/serial_search/incongruent-8_33.png,True,8,,
./data/serial_search/congruent-8_34.png,False,8,,
./data/serial_search/incongruent-8_34.png,True,8,,
./data/serial_search/congruent-8_35.png,False,8,,
./data/serial_search/incongruent-8_35.png,True,8,,
./data/serial_search/congruent-8_36.png,False,8,,
./data/serial_search/incongruent-8_36.png,True,8,,
./data/serial_search/congruent-8_37.png,False,8,,
./data/serial_search/incongruent-8_37.png,True,8,,
./data/serial_search/congruent-8_38.png,False,8,,
./data/serial_search/incongruent-8_38.png,True,8,,
./data/serial_search/congruent-8_39.png,False,8,,
./data/serial_search/incongruent-8_39.png,True,8,,
./data/serial_search/congruent-8_40.png,False,8,,
./data/serial_search/incongruent-8_40.png,True,8,,
./data/serial_search/congruent-8_41.png,False,8,,
./data/serial_search/incongruent-8_41.png,True,8,,
